Date,Source,Site ID,POC,NO2,Units,AQI,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
12/13/2018,AQS,360290023,1,32.4,ppb,30,Buffalo Near-Road,24,100,42602,Nitrogen dioxide (NO2),99,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.92110728,-78.76582533
12/14/2018,AQS,360290023,1,32.5,ppb,30,Buffalo Near-Road,24,100,42602,Nitrogen dioxide (NO2),99,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.92110728,-78.76582533
12/15/2018,AQS,360290023,1,29.4,ppb,27,Buffalo Near-Road,24,100,42602,Nitrogen dioxide (NO2),99,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.92110728,-78.76582533
12/16/2018,AQS,360290023,1,24,ppb,23,Buffalo Near-Road,24,100,42602,Nitrogen dioxide (NO2),99,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.92110728,-78.76582533
12/17/2018,AQS,360290023,1,14.2,ppb,13,Buffalo Near-Road,24,100,42602,Nitrogen dioxide (NO2),99,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.92110728,-78.76582533
12/18/2018,AQS,360290023,1,28.9,ppb,26,Buffalo Near-Road,20,83,42602,Nitrogen dioxide (NO2),99,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.92110728,-78.76582533
12/19/2018,AQS,360290023,1,37.8,ppb,35,Buffalo Near-Road,24,100,42602,Nitrogen dioxide (NO2),99,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.92110728,-78.76582533
12/20/2018,AQS,360290023,1,31,ppb,29,Buffalo Near-Road,24,100,42602,Nitrogen dioxide (NO2),99,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.92110728,-78.76582533
12/21/2018,AQS,360290023,1,26,ppb,25,Buffalo Near-Road,24,100,42602,Nitrogen dioxide (NO2),99,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.92110728,-78.76582533
12/22/2018,AQS,360290023,1,7.2,ppb,7,Buffalo Near-Road,24,100,42602,Nitrogen dioxide (NO2),99,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.92110728,-78.76582533
12/23/2018,AQS,360290023,1,21.3,ppb,20,Buffalo Near-Road,24,100,42602,Nitrogen dioxide (NO2),99,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.92110728,-78.76582533
12/24/2018,AQS,360290023,1,10,ppb,9,Buffalo Near-Road,24,100,42602,Nitrogen dioxide (NO2),99,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.92110728,-78.76582533
12/25/2018,AQS,360290023,1,12.5,ppb,11,Buffalo Near-Road,24,100,42602,Nitrogen dioxide (NO2),99,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.92110728,-78.76582533
12/26/2018,AQS,360290023,1,16,ppb,15,Buffalo Near-Road,24,100,42602,Nitrogen dioxide (NO2),99,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.92110728,-78.76582533
12/27/2018,AQS,360290023,1,11.2,ppb,10,Buffalo Near-Road,24,100,42602,Nitrogen dioxide (NO2),99,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.92110728,-78.76582533
12/28/2018,AQS,360290023,1,14,ppb,13,Buffalo Near-Road,24,100,42602,Nitrogen dioxide (NO2),99,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.92110728,-78.76582533
12/29/2018,AQS,360290023,1,10.5,ppb,9,Buffalo Near-Road,24,100,42602,Nitrogen dioxide (NO2),99,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.92110728,-78.76582533
12/30/2018,AQS,360290023,1,21.1,ppb,20,Buffalo Near-Road,24,100,42602,Nitrogen dioxide (NO2),99,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.92110728,-78.76582533
12/31/2018,AQS,360290023,1,23.6,ppb,22,Buffalo Near-Road,24,100,42602,Nitrogen dioxide (NO2),99,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.92110728,-78.76582533
01/01/2018,AQS,360550015,1,22.2,ppb,21,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/02/2018,AQS,360550015,1,16.5,ppb,15,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/03/2018,AQS,360550015,1,35.4,ppb,33,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/04/2018,AQS,360550015,1,19.4,ppb,18,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/06/2018,AQS,360550015,1,14.8,ppb,13,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/07/2018,AQS,360550015,1,19.5,ppb,18,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/08/2018,AQS,360550015,1,17.7,ppb,16,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/09/2018,AQS,360550015,1,20.5,ppb,19,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/10/2018,AQS,360550015,1,25.4,ppb,24,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/11/2018,AQS,360550015,1,17.2,ppb,16,Rochester Near-Road,22,92,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/12/2018,AQS,360550015,1,13,ppb,12,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/13/2018,AQS,360550015,1,12.3,ppb,11,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/14/2018,AQS,360550015,1,26.8,ppb,25,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/15/2018,AQS,360550015,1,39.1,ppb,37,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/16/2018,AQS,360550015,1,21.3,ppb,20,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/17/2018,AQS,360550015,1,18.3,ppb,17,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/18/2018,AQS,360550015,1,29.2,ppb,27,Rochester Near-Road,18,75,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/20/2018,AQS,360550015,1,12.6,ppb,11,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/21/2018,AQS,360550015,1,31.2,ppb,29,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/22/2018,AQS,360550015,1,25.3,ppb,24,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/23/2018,AQS,360550015,1,20.5,ppb,19,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/24/2018,AQS,360550015,1,15.5,ppb,14,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/25/2018,AQS,360550015,1,29.2,ppb,27,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/26/2018,AQS,360550015,1,29,ppb,27,Rochester Near-Road,22,92,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/27/2018,AQS,360550015,1,20.4,ppb,19,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/28/2018,AQS,360550015,1,14.2,ppb,13,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/29/2018,AQS,360550015,1,18,ppb,17,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/30/2018,AQS,360550015,1,16,ppb,15,Rochester Near-Road,23,96,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
01/31/2018,AQS,360550015,1,25.9,ppb,24,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/01/2018,AQS,360550015,1,28.9,ppb,26,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/03/2018,AQS,360550015,1,13.9,ppb,12,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/04/2018,AQS,360550015,1,12.2,ppb,11,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/05/2018,AQS,360550015,1,16.3,ppb,15,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/06/2018,AQS,360550015,1,31.1,ppb,29,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/08/2018,AQS,360550015,1,19.2,ppb,18,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/09/2018,AQS,360550015,1,20.5,ppb,19,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/10/2018,AQS,360550015,1,33.6,ppb,31,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/11/2018,AQS,360550015,1,17.3,ppb,16,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/12/2018,AQS,360550015,1,15.8,ppb,14,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/13/2018,AQS,360550015,1,22.8,ppb,21,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/14/2018,AQS,360550015,1,37.8,ppb,35,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/15/2018,AQS,360550015,1,29.2,ppb,27,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/16/2018,AQS,360550015,1,22.8,ppb,21,Rochester Near-Road,19,79,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/17/2018,AQS,360550015,1,27.3,ppb,25,Rochester Near-Road,18,75,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/18/2018,AQS,360550015,1,36.5,ppb,34,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/19/2018,AQS,360550015,1,17.9,ppb,16,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/20/2018,AQS,360550015,1,16.3,ppb,15,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/21/2018,AQS,360550015,1,16.3,ppb,15,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/22/2018,AQS,360550015,1,12.8,ppb,11,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/23/2018,AQS,360550015,1,10.8,ppb,9,Rochester Near-Road,21,88,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/24/2018,AQS,360550015,1,17.2,ppb,16,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/25/2018,AQS,360550015,1,5,ppb,5,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/26/2018,AQS,360550015,1,14.2,ppb,13,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/27/2018,AQS,360550015,1,16.8,ppb,15,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/28/2018,AQS,360550015,1,16.3,ppb,15,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/01/2018,AQS,360550015,1,14.7,ppb,13,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/02/2018,AQS,360550015,1,7.7,ppb,7,Rochester Near-Road,22,92,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/03/2018,AQS,360550015,1,14.4,ppb,13,Rochester Near-Road,19,79,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/04/2018,AQS,360550015,1,11.1,ppb,10,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/05/2018,AQS,360550015,1,12,ppb,11,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/06/2018,AQS,360550015,1,27.4,ppb,25,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/08/2018,AQS,360550015,1,21.6,ppb,20,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/09/2018,AQS,360550015,1,25.6,ppb,24,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/10/2018,AQS,360550015,1,20.6,ppb,19,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/11/2018,AQS,360550015,1,38.8,ppb,36,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/12/2018,AQS,360550015,1,39.6,ppb,37,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/13/2018,AQS,360550015,1,31.5,ppb,29,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/14/2018,AQS,360550015,1,23.8,ppb,22,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/15/2018,AQS,360550015,1,36.2,ppb,34,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/16/2018,AQS,360550015,1,15.5,ppb,14,Rochester Near-Road,22,92,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/17/2018,AQS,360550015,1,10.5,ppb,9,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/18/2018,AQS,360550015,1,25.8,ppb,24,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/19/2018,AQS,360550015,1,27.4,ppb,25,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/20/2018,AQS,360550015,1,38.1,ppb,36,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/22/2018,AQS,360550015,1,15.5,ppb,14,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/23/2018,AQS,360550015,1,21.9,ppb,20,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/24/2018,AQS,360550015,1,17,ppb,16,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/25/2018,AQS,360550015,1,30.6,ppb,28,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/26/2018,AQS,360550015,1,36.1,ppb,34,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/27/2018,AQS,360550015,1,13.3,ppb,12,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/28/2018,AQS,360550015,1,20,ppb,19,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/29/2018,AQS,360550015,1,22.7,ppb,21,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/30/2018,AQS,360550015,1,8.4,ppb,8,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/31/2018,AQS,360550015,1,18.1,ppb,17,Rochester Near-Road,22,92,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/01/2018,AQS,360550015,1,9.1,ppb,8,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/02/2018,AQS,360550015,1,31.4,ppb,29,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/03/2018,AQS,360550015,1,22.2,ppb,21,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/04/2018,AQS,360550015,1,7.7,ppb,7,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/05/2018,AQS,360550015,1,17,ppb,16,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/06/2018,AQS,360550015,1,34.4,ppb,32,Rochester Near-Road,18,75,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/07/2018,AQS,360550015,1,9.3,ppb,8,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/08/2018,AQS,360550015,1,13.6,ppb,12,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/09/2018,AQS,360550015,1,26,ppb,25,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/10/2018,AQS,360550015,1,29.9,ppb,27,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/11/2018,AQS,360550015,1,24.5,ppb,23,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/12/2018,AQS,360550015,1,30.9,ppb,28,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/14/2018,AQS,360550015,1,5,ppb,5,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/15/2018,AQS,360550015,1,6.2,ppb,6,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/20/2018,AQS,360550015,1,8.6,ppb,8,Rochester Near-Road,23,96,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/21/2018,AQS,360550015,1,18.9,ppb,17,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/22/2018,AQS,360550015,1,21.5,ppb,20,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/23/2018,AQS,360550015,1,25.5,ppb,24,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/24/2018,AQS,360550015,1,13.6,ppb,12,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/25/2018,AQS,360550015,1,11.5,ppb,10,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/04/2018,AQS,360550015,1,15.2,ppb,14,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/05/2018,AQS,360550015,1,10.9,ppb,9,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/06/2018,AQS,360550015,1,10.1,ppb,9,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/07/2018,AQS,360550015,1,24.4,ppb,23,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/08/2018,AQS,360550015,1,23.1,ppb,22,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/09/2018,AQS,360550015,1,16.7,ppb,15,Rochester Near-Road,22,92,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/10/2018,AQS,360550015,1,14.4,ppb,13,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/11/2018,AQS,360550015,1,10.6,ppb,9,Rochester Near-Road,23,96,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/12/2018,AQS,360550015,1,17.1,ppb,16,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/13/2018,AQS,360550015,1,11.9,ppb,10,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/14/2018,AQS,360550015,1,13.4,ppb,12,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/15/2018,AQS,360550015,1,18,ppb,17,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/16/2018,AQS,360550015,1,11.9,ppb,10,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/17/2018,AQS,360550015,1,18.1,ppb,17,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/18/2018,AQS,360550015,1,13.1,ppb,12,Rochester Near-Road,21,88,42602,Nitrogen dioxide (NO2),574,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
